Lang_detect: en,Ext_id: com.seamlessweb.android.view,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,AppID,AppName,Language,Review Language,Version,VersionCode,OS,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Developer Reply,User,Device,Device Type,Tags,Categories,Semantic Tags,Semantic Categories,Semantic Sentiment,Notes,Likes,Dislikes,Link,Permalink,AF Link
10/7/2018,com.seamlessweb.android.view,,en,en,,,,,5,,I cant.complain. wish they had more stores around me.,,,,Hey there! We're always working on expanding so be on the lookout for some new restaurants soon!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOF6yIWRghHwoWZAjyAuOwhNqzRNfWvFRi3bSUpQ2Aj4Waedkev0P6m9aQT50X1MyOTIHm5ZcJxn_7QWNGk,https://appfollow.io/gp/112278/review/66450920?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66450920
10/7/2018,com.seamlessweb.android.view,,en,en,,,,Mike Droney,1,,"The app crashes multiple times on Android 7, and up.",,,,"Hey Mike Droney, we're so sorry to hear this and we'll pass this along to the proper team so we can look into this on your behalf!",,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOFBXaTeCATtxGUa22IP4S3XuEFVLpUGhPR7HpVo1LEkEbh_JPblMmmswP3kfFWAPSG_ZmhTPcCM39b0CEI,https://appfollow.io/gp/112278/review/66450921?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66450921
10/7/2018,com.seamlessweb.android.view,,en,en,,,,sjpesce,5,,"Always have an easy check out with seamless and I like that you get an 
email when the restaurant confirmation your order.",,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOErCOPuR4Ez7xb00UQHVkCpdMiomNT5LvxTQyKvEn-56vWnIgKSd2CpIk7yswoyO83ygLOeDKgk-7MxaEw,https://appfollow.io/gp/112278/review/66450922?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66450922
10/7/2018,com.seamlessweb.android.view,,en,en,,,,cynthia benjamin,5,,"Through the thick and thin, Seamless has satisfied my stomach's incessant 
cravings. stars for customer service, and excellent selection ⭐",,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOFAqn3nbRHNn_rxXvqVTIg0oN1Vfzfj737sbuTenH4_YP4rnVtbsJ9vboBOT7hmSNU3D2Pjk_P5WllWGAk,https://appfollow.io/gp/112278/review/66450923?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66450923
11/7/2018,com.seamlessweb.android.view,,en,en,,,,Alex kun,5,,"You have my deliveries here on time and sometimes earlier, love it",,,,Hi Alex! It's truly a pleasure to receive such a awesome review. Thank you for using Seamless. Have a wonderful day!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOGyRcSLMdPocFYsAP36Q1tgHiay-cXNDAw_i5mmqzVP3HjQgEW3y5ELrIKioB2XQDhmgvor8p8aaaEXHhA,https://appfollow.io/gp/112278/review/66450924?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66450924
11/7/2018,com.seamlessweb.android.view,,en,en,,,,Richard Wiley,4,,"Im fat and depressed. Why won't my parents just accept me for who I am: a 
living strawberry pop tart.",,,,Hi Richard! Sounds like you are a very sweet person! Appreciate your feedback. Thank you for using Seamless,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOHm-PyyrV0ZBOaxMXXnE6dSOEKkyzZT5dVxP_z_sIA6G9ZjxjYoLbQoy7eiBHXXh4-Oztb9qht9d1uDLU0,https://appfollow.io/gp/112278/review/66450925?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66450925
12/7/2018,com.seamlessweb.android.view,,en,en,,,,Daniel Shapot,5,,Super convenient,,,,Hi Daniel! We are glad we could help and will continue to do our best! Thanks for using Seamless.,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOHhAAsDAJnbtMgR-Ys7diODiFotT4EvW2b2TNVLlohwzPi-ca2MfMzEVYuYhbwsw7vZOwmAFccd-3tMtcw,https://appfollow.io/gp/112278/review/66255063?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66255063
12/7/2018,com.seamlessweb.android.view,,en,en,,,,siddharth subahar,5,,Very easy to use and super convenient,,,,Hi Siddharth! Totally agree with you! Thank you for using Seamless.,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOE9SWYWCP3FqBkUgYfoGZFOX8yF3Fb2gsMhb02ca_Maz5ki-z4n-J2Zb97AvCTrJrIGEbbgl9tfuPPWAI4,https://appfollow.io/gp/112278/review/66255064?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66255064
12/7/2018,com.seamlessweb.android.view,,en,en,,,,,1,,"Downloaded this cause I was sick of seeing ads for it since I don't live in 
New York but I figured I'd check it just in case, and what do you know? 
It's absolutely worthless if you don't live in that specific area! Garbage 
app, garbage ads. Which is a little disappointing since it sounds like a 
good idea and people seem to like it",,,,"Hi there! Thank you for your feedback. We would love to regain your trust. Please if we could assist with anything to make your experience better, contact customer care at 1-877-585-7878.",,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOHGnVzEo9Uod9T5b-Gr6vanoccAZn7jwNc3lE4ToM3ClEJVwfWqHrv6ah9gBC7Qa2Vs_NJWCFDYLKip6rU,https://appfollow.io/gp/112278/review/66450926?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66450926
13/7/2018,com.seamlessweb.android.view,,en,en,,,,Joe Zaffuto,5,,Easy to use app,,,,Hi Joe! Thanks for using the Seamless app! Have a great day!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOGngb_B-59qO61cuJV8YUyAvz_nX3JD2RAqGxA5k_7wpa1WEFmB4KkygrmE04WlFYw9zlHehqQk4YMIZYI,https://appfollow.io/gp/112278/review/55765950?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55765950
13/7/2018,com.seamlessweb.android.view,,en,en,,,,Terrence Simpson,5,,Keep the food comin????????????,,,,Hi Terrence! We agree with you totally! Thank you for using Seamless!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOFtxqK8k3q1yy-Yb0ByARGB40xTbti1-CehiB14yhMGBQAEndKvo4lr__pZpNLgtJ9lTR5oulNAh53zlgI,https://appfollow.io/gp/112278/review/66409138?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66409138
13/7/2018,com.seamlessweb.android.view,,en,en,,,,Luna,5,,"Now white castle delivers and as a vegan I'm so freaking stoked they s3ll 
the impossible slider. Legit haven't had a burger in years and now I 
addicted to these faux burgers and seamless is the only way I could get my 
hands on them. I won't remove a star I just really really really wish you 
guys gave more perks to frequent orderers.",,,,Hi Luna! We appreciate your feedback! Thank you so much for being a loyal Seamless customer. We will be passing your feedback to our higher-ups.,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOHlEMgaB3bDOlutrKJgUZZd4mkJnHsJFt-CIzXr_2Qrm0VAueKeIHQ7jw4rfNZ45YjbvidAAdccrCFqgYw,https://appfollow.io/gp/112278/review/66409139?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66409139
13/7/2018,com.seamlessweb.android.view,,en,en,,,,Alex Wall,5,,"Changed my lunch life. Customer support is top notch and the app has never 
glitched on me.",,,,Hi Alex! Thank you for using the Seamless app! We strive to make your ordering experience top notch.,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOGeyY-P8PGz4hXmjUm3n7V0I_3JvFEw4YjV-o_0cl8jrBWpOsYoIGosE2EttULB1Awy81Z408pgolyLz9g,https://appfollow.io/gp/112278/review/66450927?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66450927
13/7/2018,com.seamlessweb.android.view,,en,en,,,,William Young,5,,Love it!! Be,,,,Hi William! Thank you so much for the awesome review! Have an awesome day!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOFTUCqQTgmW9tOEx6j1-7jyQJ_zsZmok5RHJ7SRixrQT3yuFeCaZOVhZux4DmIsAr-yulLCN76SJHtsQLg,https://appfollow.io/gp/112278/review/66450928?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66450928
13/7/2018,com.seamlessweb.android.view,,en,en,,,,Theresa Cassano,5,,"I use more than I should...Thanks for the easy interface and reminding me 
of all the delicious food I ordered last time",,,,Hi Theresa! We are so happy we could help with your selection of delicious food! Have a great day!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOEMy7dDOjAjygcV8KtgIdbP_lMcwS2cjJS8QaBLvRHYkYOt_9Q-kY4bEIEUL4Pjl2wFdu9kX4JeVlk559Q,https://appfollow.io/gp/112278/review/66450929?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66450929
14/7/2018,com.seamlessweb.android.view,,en,en,,,,Michael McClure,5,,So far so good,,,,Hi Micheal! We appreciate your feedback! Thank you for using Seamless!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOFTR5Q5WstQZ2NJ3paNJyG_AGL4eG9pZEUQwmiNAeUfDup25i34ysiP_IDXoMa8xQL_-NazhKXRvFFJSdk,https://appfollow.io/gp/112278/review/66660227?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66660227
14/7/2018,com.seamlessweb.android.view,,en,en,,,,Charles Utti,4,,"Great app quick and convenient way to order and reorder from my favorite 
restaurants.",,,,Hi Charles! We are truly happy we could make ordering such a great experience! Have an awesome day!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOEuq__y2D45K116DNUEVbUP06d8E-xSuguXI-vpphsN9lBcU_AO3HaQ8stO2ZHMB9EdNd-Xfw4hNCAgFwA,https://appfollow.io/gp/112278/review/66660228?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66660228
14/7/2018,com.seamlessweb.android.view,,en,en,,,,Carlos Resende,5,,Amazing App,,,,Hi Carlos! Thanks for the awesome review. We are so happy to hear about your ordering experience with us. Have a wonderful day.,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOETLhAcTI7x4evON5_8g2vf3D7BgNDKy5sZdNYYpFNw8WDHm0FDKyHelMYU2FF81ej2FPThALG714WSs5o,https://appfollow.io/gp/112278/review/66660229?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66660229
15/7/2018,com.seamlessweb.android.view,,en,en,,,,Al Supreme,5,,Seamless app is the best thing to happen to humans since sliced bread,,,,Hi there! Thank you for using the Seamless app! Have a wonderful day!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOG4da0Rq80WqxiuJPBZB_Bsqnu_NxexgktnGumDCcfu1tp03sDew1Ufkx352YUpgsdiIrokqL8dfL0ilTA,https://appfollow.io/gp/112278/review/66588112?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66588112
15/7/2018,com.seamlessweb.android.view,,en,en,,,,,5,,"Great app, love it a lot!",,,,Hi there! Thanks for using the Seamless app!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOEzYitPiQQoCAvCiS3BffGak6zBl8SV7a7yMm1SUE5ziZBCK3m3xxKV8VADyT8sHJxYcgfeunPOpwPj_hE,https://appfollow.io/gp/112278/review/66660230?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66660230
15/7/2018,com.seamlessweb.android.view,,en,en,,,,ptate52,5,,Consistent...,,,,Hi Ptate52! We aim to please! Thank you so much for the feedback!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOFDz_YQXJhp_Wsz5keFXbLeHdabMyqyutQpO5XyvLinkQbOcO7DXiR32PDcJRPSf8SVKdWV-R9FnZlpfwc,https://appfollow.io/gp/112278/review/66660231?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66660231
15/7/2018,com.seamlessweb.android.view,,en,en,,,,,5,,I order. Food comes. Easy.,,,,That's what we like to hear! Keep up the great ordering!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOEdn9ASFRPgJjzQfnDN-p1HKC0lP_A00dq1N7mi5kxths4exqSf0quVl1pE0zdXSGNB3keKJAD0uePTDwM,https://appfollow.io/gp/112278/review/66660232?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66660232
15/7/2018,com.seamlessweb.android.view,,en,en,,,,Chris Hipser,5,,I heart radio,,,,Hey Chris! We heart you! Happy Eating!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOEehKNWlx5Q6BXlPgWgYCVJRDsqSK2A1lHrNnjDDa7ixzSge813N9Iva0uFn17fa5PZ9oO3SFzW2cNh5k8,https://appfollow.io/gp/112278/review/66660233?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66660233
15/7/2018,com.seamlessweb.android.view,,en,en,,,,Stacey Sullivan,4,,Can be buggy sometimes but love the food options they give me every time,,,,Hi Stacey! Thank you for your feedback. We are truly sorry for the issue with your ordering experience with us. We recommend reaching out to Customer care at 1-877-585-7878 for any issue with your ordering experience.,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOG9UnH67mjGloxwxvXSp4CEqScObEzVByT7H5qkhqaXlFFoxkIOlvfYKXjwy8uACZeT5odKbhz3pg2f9no,https://appfollow.io/gp/112278/review/66660234?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66660234
15/7/2018,com.seamlessweb.android.view,,en,en,,,,Norman Lopez,5,,I love it,,,,Hi Norman! Thank you so much for using Seamless. Have a great day!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOGpHqhTUjrqrJrsWlbUfVUnxY5NIl3RX3Ame52elzoey2_76erHxWpvD81zS5MbY-2jvXhcTDyHehHARTo,https://appfollow.io/gp/112278/review/66660235?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66660235
15/7/2018,com.seamlessweb.android.view,,en,en,,,,Roger Hunter,5,,Great app for order in fast food,,,,Hi Roger! Happy Eating! Give us a shout if there's ever anything we can do for you!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOF8A2wjw9mYSfPe0SwpjLjloel1LDrn4stOFZGiJGciSvH04h_5oZnKmDrUod4OnzwieZyKACvTe6lTx5Y,https://appfollow.io/gp/112278/review/66660236?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66660236
16/7/2018,com.seamlessweb.android.view,,en,en,,,,Varad Kishore,5,,"Significantly easier and a cleaner interface than any of the competition. 
Love all the cuisine and dietary requirements based filters.",,,,Hi Varad! Thank you so much for using Seamless! Have a wonderful day!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOF9i_HgvESv-mkeb0Llu-F0TK0SexBFno_9XzCBGoM4_FUWzTcXvUN0h4dkjiGfFcVtYSEy9JcrTpe8jqQ,https://appfollow.io/gp/112278/review/55761241?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55761241
16/7/2018,com.seamlessweb.android.view,,en,en,,,,Tonya King,4,,"I used to get better deals from my ordering (% wise). Now it's not so 
great. Still like you, I order with or with out it, but wished it was 
better due to the fact that I use it so much.",,,,Hi Tonya! We thank you so much for being a loyal Seamless customer. Sorry for any trouble we may have caused. If you need any further assistance please reach out to Customer care at 1-877-585-7878.,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOGL5XiNglt0-tXtZV8-npoJzPirt3HC_C1wSYtAj_mgSQPqnFEalTLSIm4D7eN3x6V0bKdLe_DjynVIHyg,https://appfollow.io/gp/112278/review/66689747?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66689747
16/7/2018,com.seamlessweb.android.view,,en,en,,,,David Knodle,1,,"If I could rate this app a 0, I would. This app is awful. They tell you 
your order has been placed, give you a confirmation screen and then they 
never place your order. I have all the details and screenshots if someone 
from the app wants to reach out, but I doubt they will. Save yourself time 
and a headache and use another app.",,,,Hi David! We appreciate your feedback! We are truly sorry for the bad experience. We would be happy to look into this issue. We recommend to reach out to our Customer Care at 1-877-585-7878.,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOFsOBFE9HryeXsChtrncKp6IgU2Q7_aNj9Q3ixrUQiLfJ6mEK3EI2M4Izv1_YvFRCHFIprQXFvapOPWre0,https://appfollow.io/gp/112278/review/66827557?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66827557
16/7/2018,com.seamlessweb.android.view,,en,en,,,,Dawn Diaz,5,,"So far we've gotten good food and wonderful people with great personalities 
delivery",,,,Hi Dawn! That is what we like to hear! Thank you for using Seamless,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOHD9dIkCpq4j0Tqs5ZrBrI9Q4Rb7FKzjXZtJH2fOjaNMebu0JD1YefkqKnjx0QbgzXh-43bRkHAwWIbGjk,https://appfollow.io/gp/112278/review/66990401?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66990401
17/7/2018,com.seamlessweb.android.view,,en,en,,,,,1,,"Owned by GrubHub, it's CEO sent email to employees that Trump supporters 
should resign.",,,,"Hi, thanks for the feedback. Have a great day.",,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOE4xwRVRDdj77x568dJEWJC25VsN3FYxaz4xfdawp0H2-MJbX0qYwvqbX4PXb0vduh7nWV36caueJJFUKI,https://appfollow.io/gp/112278/review/66990403?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66990403
17/7/2018,com.seamlessweb.android.view,,en,en,,,,jodian thobourne,3,,Takes a while to get here,,,,"Hi Jodian, We are so sorry that the order came late. We do not want you to think this is a normality of our service. For further assistance you can contact Customer Care at 877-585-7878",,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOF7lJY_ywklVx8LXITQthgVz5AkY6ZyYqoCHa4NU8pkBYo8nDC36ObtBJn8Ac70N7R73_3clSGPUWfXvr4,https://appfollow.io/gp/112278/review/66990404?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66990404
17/7/2018,com.seamlessweb.android.view,,en,en,,,,Jared Marin,5,,Great app,,,,Hi Jared!! Thank you for the awesome review and feedback!! You're amazing!!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOHwewclc-6cs2DhLKYdh__oMJpG0Zx2WY6jg0nU9ZP7jIdZwyhj237O3DA0PxGL5gnno2MZZ2j0fRp76g4,https://appfollow.io/gp/112278/review/66990405?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66990405
17/7/2018,com.seamlessweb.android.view,,en,en,,,,George Shammas,1,,"Quicker to just get the food yourself, 1hr and 20 minutes is the minimum 
delivery time, and when you call the help line or the restaurant, no one 
seems to be knowledgable about your order..... dont recommend.",,,,"Yikes George! We're so sorry to hear that you had a bad experience with us! We'd love to look into this on your behalf If you can give us a shout at 800-256-1020, and one of our Team Supervisors would be more than happy to assist any way we can!",,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOGAKGnRD-har-e5bHhaCiuzSRXry10-YKsQM9iwuimSxrEVeaaLMJ-_SeaauuNUxvo82YrmCRzJmh06Ubo,https://appfollow.io/gp/112278/review/66990406?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66990406
17/7/2018,com.seamlessweb.android.view,,en,en,,,,Crystal Trunk,5,,"Love it This app is awesome and easy to use! Connects me to all my favorite 
places with no problems",,,,"Hey Crystal! So happy to hear this! Happy Eating, and please reach out for any ordering needs!",,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOGzTDpAlm2J4r4aC5HPY_M3ftB0vPfl3AAip6yYRi6ijbjL3dBU2HMbR5CBqwTq7GnJzz0ll5OpZr4eprs,https://appfollow.io/gp/112278/review/66990407?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66990407
18/7/2018,com.seamlessweb.android.view,,en,en,,,,Carlos Marquez,4,,Works most of the time,,,,Hey Carlos! We want to help out with those other times! Please give us a shout at 800-256-1020 or via live chat and we're happy to help with any issues!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOFQFIgQBatk1RKE1bjNn6181pUXm4yEPSp6mQDwm76eluMcn729642o17gZJMd_fe1XXkfatHM1zMqIsBk,https://appfollow.io/gp/112278/review/66990408?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=66990408
18/7/2018,com.seamlessweb.android.view,,en,en,,,,Asha Smith,5,,Can't deal with this city without my Seamless!,,,,"Hey Asha, we're happy that we can help make the city a little more bearable! Happy Eating!",,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOEO0mYkZEVXzPSY_gIyfcIsj2tjvw-dd_24u6QqCzrgRXCumMNg05F98iswkBCsEIDrm_bpmNjyJSG543g,https://appfollow.io/gp/112278/review/67793491?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=67793491
19/7/2018,com.seamlessweb.android.view,,en,en,,,,Devon Lundine,4,,"Only con is that on the app, you can only select all cuisines or one type 
of cuisine.",,,,We're so sorry to hear this! We'll send this along to the proper department and have them look into this on your behalf.,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOH0e_lec8khZtc46kMNdwuRTnxA4zM_lybzx0hRL8mAjH3QOKO47GvQ9mAtM_kFqkNaeNj8cmuk0Ilbqp0,https://appfollow.io/gp/112278/review/67793492?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=67793492
19/7/2018,com.seamlessweb.android.view,,en,en,,,,Denes Petoe,5,,Sweet app!,,,,Hey Denes! Happy to hear! Happy Eating!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOEC0EXq1X8ukey2JBSblSB3dEXwzhom_iZQKNwDDNIHBEr2WcgFhx0ssmKkIOX3RTEm1_DUvGPRY9-3NUE,https://appfollow.io/gp/112278/review/67793493?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=67793493
19/7/2018,com.seamlessweb.android.view,,en,en,,,,Marjorie Vega,5,,Very convenient! Love it!,,,,"Hey Marjorie, thanks for making our day! You keep ordering, and we'll keep doing what we do!",,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOElxZHbtAtHMiKC54iUGriNmjbVZhrdsav1g1Err3IpACwhEFGrE7IXetyPzbVLNMgrhjTY3xe-OMKAydI,https://appfollow.io/gp/112278/review/67793494?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=67793494
19/7/2018,com.seamlessweb.android.view,,en,en,,,,,3,,I wish you can edit address,,,,"Hey there! We're always working to improve the app so we'll pass this along to the proper team so we can look into this on your behalf! If this is for a live order address change, you can always contact us at 800-256-1020, and we're happy to help!",,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOHTN3D8182bgCzcAaHrzHXiqtlSlhVnacVJQGfwD0BL2uB27GW11u4IHlBHLAVsjwCrDW-wnWwbjKF83uI,https://appfollow.io/gp/112278/review/67793495?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=67793495
19/7/2018,com.seamlessweb.android.view,,en,en,,,,,5,,Easy to use this App. Highly recommend it.,,,,We appreciate the honestly! Let us know if you have any suggestions for us!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOG3O_fWvisrjvVrAo3DnKQxVNylm12fivX5LIcNQc_3n3yzNjjf-0ucscSmyPv1c3XLR37k_gQhVwsICVw,https://appfollow.io/gp/112278/review/67793496?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=67793496
20/7/2018,com.seamlessweb.android.view,,en,en,,,,Keven Ocampo,4,,Its Great,,,,Hey Keven! That's what we like to hear! Happy Eating!,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOG6m2_xVRyzzFzka2yz_9IMgncOib7BH_Rfr-A9mX5FiDN6cAP_219jaz51urevm5oc1JqJ144PMR1a8ek,https://appfollow.io/gp/112278/review/67793497?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=67793497
20/7/2018,com.seamlessweb.android.view,,en,en,,,,George Souravlis,5,,Love it.,,,,"Hey George ,you're wonderful! Give us a shout if there's ever anything we can help with!",,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOFiMobnu69lAM-ydl-L1dI0r5bTpe1fnfRXXRNsDNkDjxMn1SNhJ_m8sxJzpJQVFk7Z42YzlD3gvkTWVx0,https://appfollow.io/gp/112278/review/67793498?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=67793498
20/7/2018,com.seamlessweb.android.view,,en,en,,,,Janice Downer,4,,Easy to use.,,,,"Hey Janice, we appreciate the love! Let us know if you ever need anything!",,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOGVXjdsbM7Q0udKZAcLfmgx8gCbuq3BqQPtdslvUwifF-BKTAamXmVDP1CRb2g8HP4r0AP2ciyAdChz9VE,https://appfollow.io/gp/112278/review/67793499?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=67793499
20/7/2018,com.seamlessweb.android.view,,en,en,,,,Ariel Fernandez,5,,Amazing app,,,,"Hey Ariel, we think you're pretty amazing too!",,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOGJ4zT1OiOCBVYFdXw0po0pBN1bMpfrH8VpPP-esxgiVH1OkEjTnijsh3oMPdt3RztSHCO8EucXst1how4,https://appfollow.io/gp/112278/review/67793500?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=67793500
