Ext_id: 381840917,Lang_detect: en,,,,,,,,,,,,,,,,,,,,,,,,
Date,AppID,AppName,Country,Review Language,Version,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Developer Reply,User,Tags,Categories,Semantic Tags,Semantic Categories,Semantic Sentiment,Notes,Likes,Dislikes,Link,Permalink,AF Link
30/6/2019 00:43,381840917,,us,en,7.38,Hangry 24,1,Bye Bye Seamless,"I loved seamless. It was the best thing ever and now it’s the absolute worst service. 

Most of my recent orders ran from 1-2 hours late and every time I’ve spent hours on the phone with customer service trying to figure out the order.

How seamless works
1. Find a restaurant
2. Place an order
3. Wait till the ETA changes 
4. Call customer service
5. Get coupon 
6. Same story again

When I’m starving, hungry and running late I don’t need a coupon, I need my food.

A very disappointed customer.",,,18/7/2019 22:19,Hello Hangry. We are sorry we have dropped the ball for you. We want to make things right. Please contact us at 1-877-585-1085. The feedback diner's like you provide is what helps us to know what's happening out there. Thank you!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4388647125,https://appfollow.io/app/50238/review/168504771?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168504771
30/6/2019 17:17,381840917,,us,en,7.38,jon99991,1,Drop in quality,They seemed to have moved over to using their own delivery people who are much less reliable than the restaurants’ and their customer service is very slow to process refunds,,,25/7/2019 21:43,Oh No! that's not what we want our customers to feel. We appreciate all feedback! We are listening.,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4392570396,https://appfollow.io/app/50238/review/168504772?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168504772
30/6/2019 18:49,381840917,,us,en,7.38,Hungry Developer,5,Thanks for feeding me!,Wonderful user experience and customer service! Some loyalty/rewards system would be great btw 😉😉,,,25/7/2019 21:45,We are glad to hear you are enjoying the app and service! Thanks for your patronage.,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4392917303,https://appfollow.io/app/50238/review/168504773?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168504773
30/6/2019 23:23,381840917,,us,en,7.38,Megarooroo13,1,Refused to refund missing items+delivery fee,"I’m done with Grubhub/ Seamless. I’ve been moving over to Postmates/ Caviar for the last year and the experience I just had with their customer service representative just made me move 100% in that direction. 

1) there was a service fee on the delivery, which arrived over an hour later than I was told; this did not get refunded. They offered me “store credit” of $5 (this was a fifty dollar order...) instead, which, uh, I’m not going to use. 
2) my food arrived literally ice cold - no offer of compensation on this. I tipped 20%. Again- outside of the $5 offer above, no offer of compensation. 20% of $50 is ten dollars. Which is what I paid for my food to arrive cold. 
3) my food arrived MISSING ITEMS. The restaurant I ordered from always has a side with their sandwiches, no side. And then there’s the side I paid for - the only offer I got for a refund here was on the price of the item, not including tax/ tip/ service fee. And no partial refund for the missing included side?
4) the customer service rep was super rude - they didn’t offer anything aside from the $5 credit and the refunded item, and then kept putting me on hold just for the restaurant themselves to call me with info on my refund. If Seamless doesn’t do any of this on my end, why use them as a vendor?! There are better options out there. 

All in all, given the poor service I received today, I really wouldn’t re-download the app. And it would take WAY more for me to consider going back to Seamless - y’all aren’t the only game anymore. You need to step up your customer service.",,,25/7/2019 21:48,This is not the service we want any diner to have. Please reach out to 1-877-585-1085 and ask to speak to a supervisor so we can assist you in a resolution that works for you.,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4393799207,https://appfollow.io/app/50238/review/168504774?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168504774
1/7/2019 03:06,381840917,,us,en,7.38,Limpween,1,Error after error after error,"I just made an account tonight while visiting family in NY, and after a checkout attempt, I encountered a login error and it made me log in again. In my second attempt to order groceries, I got an error about all fields not being filled out, which I did right before checkout since I just made the account. I checked all fields and tried again, and got an error about an invalid payment method. I clicked payment, where I already had my card listed, and re-entered my info. When I clicked checkout for the fourth time, I got some pop-up message and it cleared my bag, making it look like the order maybe went through when it showed as cancelled on the home page.

I refilled my bag and connected my Venmo in an attempt to reorder, and I received an email showing the Venmo purchase AT THE SAME TIME as the home page showed the same order attempt as cancelled. Did the money go through? Who knows! And this all happened in one night. And on top of it all, my promo code for the first order didn’t work because it’s “only for first orders” when I literally created the account minutes before. Too buggy for me to handle, and too many other delivery options for me to care.",,,25/7/2019 21:50,We are so sorry that you had an issue with us. That's not the service we want a diner to have. Please reach out to us at 1-877-585-1085.,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4394521747,https://appfollow.io/app/50238/review/168504775?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168504775
2/7/2019 23:37,381840917,,us,en,7.39,WeWork,5,my favorite dating app,love to meet new guys through this app 💖,,,25/7/2019 22:20,"Well, we are glad we could help in any way!",,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4402853352,https://appfollow.io/app/50238/review/168499144?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499144
2/7/2019 01:23,381840917,,us,en,7.39,mogli11,5,I love seamless,Me and Michelle and mogli eat seamless every day. It makes us really happy,,,25/7/2019 22:16,Well we are happy to hear that everyone is happy with the service!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4398884099,https://appfollow.io/app/50238/review/168504777?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168504777
2/7/2019 02:51,381840917,,us,en,7.39,engineer4solutions,4,Halal food option,There was an option for halal food but now it’s not there. Kindly work on it.,,,25/7/2019 22:17,Thank you for the feedback! We appreciate it!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4399139305,https://appfollow.io/app/50238/review/168504778?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168504778
2/7/2019 15:41,381840917,,us,en,7.39,12131313322,5,Love this place,"Great food, great service. Very friendly people. They even know me by my name. Love this place I highly recommended.",,,25/7/2019 22:18,Thank you so much! We appreciate the kind words and patronage.,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4401491705,https://appfollow.io/app/50238/review/168504779?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168504779
2/7/2019 16:59,381840917,,us,en,7.39,Palmieri fan,1,New app went backwards,"The new version of this app does not work properly. Cannot retrieve past orders, does not recognize restaurants that worked a week ago. Please fix this asap!",,,25/7/2019 22:19,We are sorry to hear you are having troubles. We appreciate any and all feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4401752182,https://appfollow.io/app/50238/review/168504780?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168504780
3/7/2019 19:33,381840917,,us,en,7.39,chloelev,1,Recent updates are AWFUL,I’m so bummed by the recent changes in the seamless. No menu categories????? Are you kidding me!?!? Put this feature back in ASAP.,,,25/7/2019 22:21,We are sorry for any inconvenience. We appreciate the feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4406497805,https://appfollow.io/app/50238/review/168499145?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499145
4/7/2019 02:12,381840917,,us,en,7.39,Tatòfriò,5,Easy Peasy,"Easy as 1,2,3",,,25/7/2019 22:23,That's what we like to hear! Thank You!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4407528130,https://appfollow.io/app/50238/review/168499146?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499146
4/7/2019 04:44,381840917,,us,en,7.39,munster dave,5,A1,Brilliant,,,25/7/2019 22:24,Thank You!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4407954927,https://appfollow.io/app/50238/review/168499147?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499147
4/7/2019 20:37,381840917,,us,en,7.39,MagicalMoxie,1,"Glitchy app, poor customer service",This app is the opposite of ‘seamless.’,,,25/7/2019 22:25,We are sorry to hear this. We would like to assist you better. Please call us at 1-877-585-1085.,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4411134872,https://appfollow.io/app/50238/review/168499148?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499148
4/7/2019 21:26,381840917,,us,en,7.39,Zebo69,1,So where is Food app that was ever made,I order food from this app I have to wait two hours and still didn’t get the food sad sad👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾🤬🤬🤬🤬🤬,,,5/9/2019 19:50,We apologize for your experience.  Please contact our Customer Care at 877-585-1085 so that we may better assist you. ,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4411287026,https://appfollow.io/app/50238/review/168499150?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499150
5/7/2019 11:44,381840917,,us,en,7.39,ROKU SPECTRUM APPS!,5,Good Deals and Saves Time,"I appreciate the Seamless app and the convenience to order near and far eateries! 
I can’t do it all the time but when many things are happening this help control what and where  I eat, and how much I spent.",,,26/7/2019 21:56,Thank You! We appreciate you and your patronage!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4414106373,https://appfollow.io/app/50238/review/168499151?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499151
5/7/2019 19:44,381840917,,us,en,7.39,nes111222,1,Support does not work,They say you’re all set. But you are not. Order never came,,,26/7/2019 22:05,Oh No! That's not what we want to hear. .Please reach out to us at 1-877-585-1085,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4415929850,https://appfollow.io/app/50238/review/168499152?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499152
6/7/2019 00:07,381840917,,us,en,7.39,Bobby Giangeruso,5,pretty nice,i love this app it’s next level food ordering from the future,,,26/7/2019 22:09,We are so glad it is working great for you! Thanks for the feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4416715800,https://appfollow.io/app/50238/review/168499153?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499153
6/7/2019 01:52,381840917,,us,en,7.39,max jackson heights,1,Rarely reliable,"Been using seamless for years and waiting for something more reliable to come along and hope it comes soon. Constantly had problems where my food won’t be delivered or have missing items, etc. ALL THE TIME. Recently they forgot to send my order to the restaurant even though the app said it was “in the works”. It’s better to just order directly through restaurants..",,,26/7/2019 22:22,We are terribly sorry to hear this has been your experience with us. We are always listening to others to see how we can improve. ,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4417072402,https://appfollow.io/app/50238/review/168499154?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499154
6/7/2019 04:18,381840917,,us,en,7.39,freeman.ges,3,Address keeps auto-correcting,I keep trying to edit my address but it keeps auto-correcting it to the same wrong address every time and I have to write a note on my order every time. This was the last time I will be using seamless because of this. App designers should fix this or you will lose more customers like me.,,,28/8/2019 15:59,Thanks for the feedback! We are listening!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4417578469,https://appfollow.io/app/50238/review/168499155?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499155
6/7/2019 06:35,381840917,,us,en,7.39,goodmorningforme,5,Love island + seamless = heaven,Yum yum. Perfect for lazy and watching love island at 2 am,,,28/8/2019 16:33,Thanks for the feedback. ,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4418048427,https://appfollow.io/app/50238/review/168499156?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499156
6/7/2019 10:08,381840917,,us,en,7.39,arielhxo,4,I like the app,"I’ve had no issues with the app, I just think seamless as a company should offer more rewards. I am a frequent customer, I think they should send more coupons. Like sometimes they do but then it expires the same day, at least give me a couple days!!",,,28/8/2019 16:35,We appreciate the feedback! We do now have a rewards tab on your app!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4418838824,https://appfollow.io/app/50238/review/168499157?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499157
6/7/2019 16:48,381840917,,us,en,7.39,ab37858209652894,1,What promo?,"I’ve never been able to successfully use a promo code despite getting emails about them all the time, which is the reason for my low rating.",,,28/8/2019 16:41,Awe. That's not good! We sincerely apologize. Please reach out to us at 1-877-585-1085 to see how we can assist. ,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4420467553,https://appfollow.io/app/50238/review/168499159?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499159
7/7/2019 00:33,381840917,,us,en,7.39,Lore Oz,3,Constantly logging in,"The app constantly looses my passwords, even with the iCloud password sync I have had to “forgot password” 5 times in 6 months. Feels like it looses the password every month & it stops me from ordering, I just call the restaurants on the phone instead.",,,28/8/2019 16:42,Yikes! That is an issue we want to address for sure. Please reach out to us at 1-877-585-1085 so we can see how we can assist!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4422058853,https://appfollow.io/app/50238/review/168499160?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499160
7/7/2019 16:53,381840917,,us,en,7.39,Moi to toi,4,Great food app,I’ve always used seamless and it never fails. Some other food delivery apps are unavailable where I live so I rely on this one and it’s great!,,,28/8/2019 16:45,Hey Moi! We are happy to hear you are loving the app! Thanks for your patronage. ,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4425830080,https://appfollow.io/app/50238/review/168499161?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499161
7/7/2019 20:44,381840917,,us,en,7.39,Dannyt0187,3,"Good, but can be great!","Good overall interface, but has some menu glitches to be solved between service and vendors.",,,28/8/2019 16:56,Thanks for your feedback! We are always looking to improve! ,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4426588194,https://appfollow.io/app/50238/review/168499162?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499162
8/7/2019 03:50,381840917,,us,en,7.39,Mr. I. P. Freely,5,Love this App!,"Simple and Easy to use, make sure you read the reviews of restaurants before you order. The reviews don’t lie.",,,28/8/2019 20:01,Thanks for the feedback! Appreciate the patronage. ,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4427874884,https://appfollow.io/app/50238/review/168499163?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499163
8/7/2019 17:52,381840917,,us,en,7.4,Jsjdififkfkdkdie,5,Amazing app,It gets the job done and notifies when needed!,,,28/8/2019 20:05,Appreciate the feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4430687269,https://appfollow.io/app/50238/review/168499164?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499164
8/7/2019 21:54,381840917,,us,en,7.4,ripper007,1,Seamless rapes restaurants,25% percent of the sale they take from a restaurant. It’s disgusting. There are other apps better to use that don’t gouge mom and pop places.,,,,,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4431343503,https://appfollow.io/app/50238/review/168499165?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499165
8/7/2019 23:01,381840917,,us,en,7.4,JDFabian,5,Seamless is the best in the city,Seamless always comes in clutch when I’m hungry. Thank you!,,,28/8/2019 20:28,Thank You for your patronage! We appreciate the feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4431516198,https://appfollow.io/app/50238/review/168499166?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499166
9/7/2019 00:40,381840917,,us,en,7.4,caitiemax,5,Great,Haven’t left my house in months,,,28/8/2019 20:30,Thanks for reaching out! We don't either. :),,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4431768722,https://appfollow.io/app/50238/review/168499167?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499167
9/7/2019 13:14,381840917,,us,en,7.4,Dborden13,5,Easy as P.I.E.,"Quite possibly one of my most used Apps. 

Seamless has made life and its endless daily schedules so much easier to handle  and ALL of our tasty cravings&creations are just a few minutes away from our dinner tables!

db",,,28/8/2019 21:19,We are glad you are loving the app! We appreciate the patronage. ,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4434057547,https://appfollow.io/app/50238/review/168499168?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168499168
10/7/2019 01:58,381840917,,us,en,7.4,yuck from NYC,1,Gum in my napkins... missing food...,I’ve been a fan of seamless for a long time but I was absolutely disgusted by my last experience. Not only was my order missing 50% of the food I ordered but my napkins were also covered in chewed sticky gum.... 🤮,,,28/8/2019 21:22,We sincerely apologize for this. Please contact us at 1-877-585-1085.,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4436236134,https://appfollow.io/app/50238/review/168532048?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168532048
10/7/2019 22:54,381840917,,us,en,,Philll1737348,5,The best,This app is amazing.  Very convenient.,,,28/8/2019 21:23,We are glad you are loving the app! We appreciate the patronage.,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4440178274,https://appfollow.io/app/50238/review/168571029?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168571029
11/7/2019 03:12,381840917,,us,en,7.4,Jancarlos Sosa,1,Customer Service,First time ordering and never even got my food even though the tracker said delivered. I put instructions to meet me inside the entrance of the building and I waited there for about an extra 45 mins after the ETA and saw nobody. I asked for a refund but haven’t gotten any response.,,,28/8/2019 21:25,We are deeply sorry for this experience. Please reach out to us at 1-877-585-1085 and ask to speak to a supervisor.,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4441042479,https://appfollow.io/app/50238/review/168588511?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168588511
11/7/2019 15:19,381840917,,us,en,7.4,rosetomward1986,5,Rw- Greek gyro bar,Excellent every time! Never disappointed!!,,,28/8/2019 21:27,We are glad you are loving the app! We appreciate the patronage.,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4443620334,https://appfollow.io/app/50238/review/168726718?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168726718
11/7/2019 23:37,381840917,,us,en,7.4,Greggyqwerty,5,UBER EATS < SEAMLESS,Best option on the market. Volume of options surpasses any other app. Utilization by way of reviews also is a key advantage. #TruLuv,,,28/8/2019 21:29,Thanks for the feedback! Appreciate the patronage.,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4445187419,https://appfollow.io/app/50238/review/168787204?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168787204
11/7/2019 23:43,381840917,,us,en,7.4,zgamble88,5,I Hope This App Review Winds Up In A Clever Seamless Ad,"I can’t believe this company is twenty years old. Did they even have apps twenty years ago? I was, like, eleven. What was an app?! Well, thanks, Seamless for making it easier to not talk to restaurant people.",,,28/8/2019 21:30,We know! 20 years already. and to many more years! Thanks for your patronage. ,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4445205505,https://appfollow.io/app/50238/review/168787205?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168787205
12/7/2019 00:50,381840917,,us,en,7.4,callithowiseeit12,1,Horrible a mess never ready,Ordered from there 4 separate times and each time after waiting for over 45 mins they call me to tell me some type of problem they are having that they can’t send the delivery they never have a driver or this an that. An then they’ll tell me can’t you have unber get it horrible service,,,28/8/2019 21:33,We do sincerely apologize for these experiences. If you call us at 1-877-585-1085 to see how we can assist. ,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4445414451,https://appfollow.io/app/50238/review/168787206?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168787206
12/7/2019 23:22,381840917,,us,en,,BadCatLT,5,Phil’s,Always DELICIOUS!!,,,28/8/2019 21:41,Thanks for the feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4450247467,https://appfollow.io/app/50238/review/168874270?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168874270
12/7/2019 23:32,381840917,,us,en,7.4,kerinella,2,Bring back categories,Please bring back categories! Now scrolling takes forever :(,,,28/8/2019 21:57,We are sorry for any inconvenience. We appreciate all the feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4450276411,https://appfollow.io/app/50238/review/168890263?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168890263
12/7/2019 23:43,381840917,,us,en,7.4,Tmulcare,4,Group Pay / Split Pay,App works great - only feature I have been dying for would be the ability to split the final bill with friends/other seamless users.,,,28/8/2019 21:59,That is a great idea! Thanks for the input!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4450305290,https://appfollow.io/app/50238/review/168890264?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168890264
13/7/2019 16:00,381840917,,us,en,,SlickRichard,1,It makes you tip before delivery,Very silly design,,,28/8/2019 22:28,Thanks for the feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4454502649,https://appfollow.io/app/50238/review/168960285?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168960285
13/7/2019 19:22,381840917,,us,en,,draforian,5,Without this app I would starve,Nuff said,,,5/9/2019 19:45,We appreciate your feedback.  Thank you for using Seamless.  ,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4455453257,https://appfollow.io/app/50238/review/168960286?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=168960286
14/7/2019 22:21,381840917,,us,en,,'po,1,"Where’s the option to not get plastic cutlery delivered, the green option has disappeared","App is stuck saying yes to plastic cutlery and napkins and there’s no way to change it back to no. I request in the custom comments but that obviously rarely works. 

On the receipt that comes from the restaurant it has a big YES to plastic utensils but there’s never an option to say no, I remember years ago there being a check box but it’s gone.",,,5/9/2019 19:45,We appreciate your feedback.  Thank you for using Seamless.  ,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4462183439,https://appfollow.io/app/50238/review/169026314?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=169026314
15/7/2019 02:57,381840917,,us,en,7.4,lat0829,5,Seamless,My first time using seamless the order went through and then it was cancelled.,,,5/9/2019 19:44,We apologize for your experience.  Please contact our Customer Care at 877-585-1085 so that we may better assist you. ,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4463097956,https://appfollow.io/app/50238/review/169040335?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=169040335
15/7/2019 07:51,381840917,,us,en,,lyft customer ky,1,Poor customer service,Waited 2 hours + for it to say my door was in the works. Called the company and got not help or anything. Horrible customer service. Was told my order never “popped” up but it says my order should be here..,,,5/9/2019 19:43,We appreciate your feedback.  Thank you for using Seamless.  ,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=4464091262,https://appfollow.io/app/50238/review/169091126?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=169091126
